performance_id,company_id,date,revenue,profit,eps
507359,8968,2021-11-04,48357.15,12095.83,19.25
517197,5386,2023-04-05,26426.14,7491.16,38.82
598377,2693,2021-10-31,49337.9,3882.64,38.91
655998,3264,2024-06-20,9699.51,14735.62,29.96
185751,6324,2024-06-21,38187.93,-440.8,27.51
983140,8462,2022-11-01,39744.17,2571.08,-0.75
754434,8442,2023-02-15,36555.96,9475.78,12.5
720575,9042,2022-02-25,42706.99,11563.57,44.95
603099,1711,2022-02-21,47276.42,3672.85,12.49
680859,5478,2024-06-09,10112.48,2173.05,41.03
172320,2013,2022-05-02,7523.76,-2496.32,16.32
708776,6332,2024-01-20,6665.41,2951.4,21.62
176485,4717,2023-10-27,39114.74,-909.93,46.47
721103,2937,2023-01-24,28336.0,14097.47,43.93
407123,7036,2023-04-14,46875.9,9585.96,5.6
155908,9248,2022-08-29,23075.94,714.43,25.75
706260,1954,2024-04-15,11978.16,3951.12,45.11
506781,4798,2023-06-26,13524.73,2013.06,9.54
563989,1767,2024-06-27,2730.29,-2893.33,17.57
715873,5511,2022-06-14,26329.25,4781.98,28.94
952517,8036,2024-07-21,16227.74,7121.68,15.61
506866,8460,2022-02-04,1852.91,7207.55,24.48
603471,8817,2024-08-06,40577.69,12332.27,13.19
491389,3144,2022-05-12,41785.87,8977.55,5.19
700572,9235,2023-01-25,8873.71,5744.94,20.22
482537,2857,2022-10-11,17578.78,-4306.45,48.09
216444,9128,2022-08-22,26118.25,14213.88,3.25
614598,1173,2024-02-16,29657.54,-334.28,33.0
291728,8357,2023-03-22,15281.81,6997.7,33.07
757594,7501,2024-08-18,40603.59,14873.05,46.63
178408,2984,2024-06-03,8284.15,-281.91,31.81
228914,8469,2023-12-31,28284.42,12952.69,33.54
114748,8740,2023-06-29,34024.16,6423.09,6.53
130522,6691,2024-05-23,6312.02,7858.35,26.68
598890,6016,2024-02-21,49257.26,-3744.62,-2.12
173141,1537,2022-02-22,2076.67,-2018.75,4.52
421646,6205,2024-01-17,20772.5,13844.61,34.79
549144,1063,2023-06-30,11162.1,10442.16,24.87
627115,4261,2022-08-05,14949.78,12861.49,-1.62
773061,9596,2023-12-21,21277.04,10190.25,12.77
655652,5319,2022-02-24,12967.01,3469.52,15.8
487225,8925,2022-05-13,12786.81,650.33,48.75
843734,4676,2023-09-10,2257.49,5594.77,5.83
428339,9197,2023-04-15,29557.84,-760.59,22.65
720765,9023,2024-02-29,45208.65,13904.77,34.83
115920,7415,2021-10-03,5163.64,11917.41,22.13
343642,9128,2022-10-11,23652.94,4433.41,2.05
508656,9442,2023-10-20,28919.54,8711.11,-2.55
616498,8817,2023-12-29,876.21,14235.55,47.68
489532,2688,2022-02-04,35455.25,3462.07,30.49
911304,2745,2024-06-13,47958.25,458.15,17.69
822335,3791,2023-10-08,4999.02,14801.22,42.03
311826,5019,2024-06-27,6087.81,2944.36,21.25
364558,1386,2024-08-01,38632.97,3218.57,47.68
548256,2089,2022-12-30,4565.58,10944.67,41.07
495056,6280,2023-09-17,29854.24,14332.54,-0.55
404342,8469,2022-04-09,1563.82,12281.11,38.32
921626,4663,2023-09-11,42280.8,153.04,7.34
449911,1386,2023-04-29,43979.68,14746.06,25.12
711347,9116,2023-08-28,5366.14,-2426.31,6.55
843224,4261,2022-10-08,14877.68,11969.91,-1.3
543940,4227,2022-07-08,42177.52,11216.69,39.59
899565,5882,2024-02-10,17880.1,14855.1,17.53
854227,6563,2023-01-17,48031.38,5257.43,35.47
243413,1165,2023-04-26,35799.12,649.6,-3.85
182720,3714,2023-03-21,38296.63,-4879.92,25.15
264680,8773,2021-12-13,37481.8,14019.92,17.99
594619,7014,2023-08-21,5614.47,2792.51,28.57
332689,7028,2024-04-05,2036.12,-1407.87,13.73
477605,3776,2023-04-03,23166.64,-1633.76,15.18
665201,4363,2023-11-14,17978.9,1120.5,27.28
899794,4177,2022-05-01,11421.13,8046.06,35.59
952033,7439,2024-07-07,17020.69,-3802.31,23.53
680178,7303,2021-11-04,20829.59,14187.62,15.85
906310,8357,2022-09-23,3120.79,2680.12,49.69
537375,5749,2023-03-23,16954.57,13.64,35.42
577712,4539,2023-10-28,27538.88,1555.85,40.63
347861,1208,2023-11-28,46902.84,2673.77,27.33
120788,7330,2022-06-17,49988.91,-3151.1,33.01
904988,7403,2022-05-24,25025.91,14367.58,25.68
230218,5894,2023-01-23,22295.72,13455.06,13.75
474033,1750,2024-08-24,29862.57,12582.2,7.37
748816,8740,2021-10-10,37173.16,-1570.53,9.58
505907,7470,2024-04-05,22278.12,6754.63,23.61
544795,2672,2024-04-25,29158.72,9376.64,44.22
207753,6476,2024-04-09,27532.12,13130.91,2.19
806004,6284,2022-04-28,13977.16,14831.69,31.42
551721,5894,2022-03-12,46272.32,12219.96,23.35
780764,8425,2021-11-26,5158.66,165.97,26.27
947606,8130,2022-03-23,29707.0,6763.21,4.24
207111,2408,2022-05-01,20445.68,12953.35,2.09
490403,7072,2023-09-21,42414.13,12962.2,43.39
190534,5478,2023-11-22,7238.81,7929.38,30.05
276038,6452,2022-05-20,4986.36,11465.6,9.34
259099,9055,2021-12-06,6382.75,2700.55,11.37
955230,4539,2023-06-21,2652.67,12639.42,34.59
485134,1448,2022-03-06,8328.86,10646.38,-2.99
990218,6917,2022-06-02,18315.22,4327.8,35.29
358055,9538,2024-05-05,42430.09,-1990.64,34.75
402787,9327,2021-10-04,27812.04,616.77,49.77
558467,7786,2022-11-03,8075.58,11767.3,40.35
843806,4735,2023-01-16,37269.63,1637.66,43.32
961895,4245,2023-07-09,6365.02,13384.68,13.0
431427,2579,2024-08-22,42802.05,910.05,7.94
154767,2085,2024-01-17,21685.89,-1572.97,41.03
958161,8267,2022-12-05,44933.21,-2112.84,0.12
214461,5575,2022-04-07,37708.28,-3369.26,10.41
775133,2089,2024-09-19,31194.77,14311.06,45.6
564847,6324,2021-11-10,20479.23,-2254.29,35.22
669883,7011,2023-03-18,48787.1,6105.12,6.13
599508,5171,2022-10-19,17444.56,7753.97,5.54
134154,1520,2024-09-07,40538.79,-4543.9,14.18
309189,3721,2022-04-07,28305.21,-2021.49,38.84
478132,2579,2023-09-25,8332.89,5411.83,32.28
367053,4597,2022-10-07,44123.29,9551.87,15.6
403701,3072,2024-09-07,37012.91,4660.56,34.91
221750,5986,2024-05-21,6191.9,-2453.44,47.36
656924,7028,2022-07-06,8023.01,7551.44,13.97
675332,7901,2023-04-30,30289.78,2685.66,17.86
198457,8267,2024-08-06,28151.29,9369.44,45.5
247735,9943,2022-05-14,16671.51,8872.74,22.1
456063,7330,2023-01-27,42326.75,12509.49,29.39
244488,7152,2022-04-29,29562.99,-4330.57,-1.23
133804,4465,2024-04-13,6159.12,11799.25,20.78
871081,5882,2021-10-13,44507.58,2803.63,24.94
868225,6332,2024-03-23,40794.03,-1991.22,30.24
825418,2215,2023-06-29,16873.73,-1260.06,27.0
410950,5171,2023-05-14,30511.95,-4268.71,-3.95
774530,9225,2022-01-13,4245.37,6002.83,44.53
446629,2556,2023-12-10,8738.34,11733.48,49.91
502001,9082,2023-02-06,20191.17,11857.33,36.22
225301,5525,2024-02-23,25403.16,10559.95,-1.39
399789,6149,2024-09-06,42039.19,13396.63,1.17
177053,9317,2022-06-08,16851.84,11094.19,5.37
359756,6319,2023-03-20,22302.48,8019.23,27.08
955729,6917,2024-09-13,1353.34,10271.18,49.96
795229,7152,2021-11-04,44591.46,492.06,43.72
312534,2857,2023-10-29,46788.67,14275.23,49.99
391589,1553,2022-01-28,27294.92,4649.21,27.56
495734,9010,2022-02-16,47677.36,1064.28,13.89
604070,4574,2024-07-13,2399.59,12685.54,20.59
544668,5386,2022-04-08,9620.49,1147.79,36.03
916960,2450,2023-12-17,4572.03,11996.95,44.36
295083,2426,2024-07-05,3068.03,291.34,30.55
982486,7225,2023-12-02,26142.02,10367.37,-0.99
385375,2217,2023-02-08,9661.91,-2828.15,7.58
332979,8953,2024-01-31,5489.9,4272.65,36.53
718313,5988,2022-03-23,10237.59,-3142.57,9.52
644916,4689,2023-04-19,7482.68,-2888.6,37.59
512558,1008,2022-01-09,18420.45,5166.07,-4.67
981099,4798,2023-07-17,25791.14,14211.89,20.37
846212,6735,2023-10-24,12037.35,3929.35,26.11
605527,6324,2024-08-21,3366.07,-2931.6,34.84
264822,4346,2022-02-03,12686.04,8651.33,41.57
404618,2230,2023-10-11,21576.43,14023.4,-2.3
420356,3267,2024-01-25,25181.6,8129.62,24.5
493527,8968,2024-08-22,39369.63,1269.51,45.24
396440,2215,2023-10-22,38427.49,3844.52,33.86
288257,5385,2024-02-05,46074.86,714.97,13.38
606899,6332,2024-03-22,913.43,313.42,47.21
225083,6150,2023-11-15,30719.05,-1970.54,17.56
685644,5288,2024-09-03,1332.69,11448.88,46.66
135154,7810,2024-04-03,48080.34,-475.93,44.01
616484,1496,2024-06-25,30873.4,12939.73,35.18
832381,5525,2021-12-03,6680.99,4092.53,0.6
244178,9915,2024-02-25,29165.64,12997.22,39.9
668361,2692,2022-06-23,749.55,9666.71,26.61
536655,2074,2021-12-29,17818.91,7346.19,5.39
928830,6150,2024-03-10,39420.29,-1783.63,37.23
643854,7008,2024-02-14,12788.8,12260.83,14.18
435207,1977,2023-07-28,3233.78,7415.39,31.6
731198,2672,2023-02-03,27593.2,576.88,19.49
778376,4676,2022-08-25,1106.68,10550.88,25.99
454904,8800,2021-10-15,25675.31,2809.99,22.91
649253,7330,2022-11-21,2359.83,1243.64,4.74
621433,5240,2024-04-13,30800.3,8850.03,28.29
115791,7120,2023-07-19,37080.52,-1311.77,44.52
897204,1807,2023-12-07,25792.01,14889.03,10.54
704499,9951,2024-03-23,1499.67,-4098.94,0.04
931241,4227,2024-07-23,22505.3,8460.14,7.4
470870,1176,2023-07-11,11038.34,10540.44,29.47
653738,9596,2023-12-08,23342.99,1452.63,0.96
376581,2426,2023-12-27,35830.07,8919.69,49.36
528606,4241,2021-10-23,1070.5,7164.13,-3.24
771230,9197,2023-01-26,35554.01,8019.74,22.34
999725,8740,2022-04-24,44181.56,9706.41,10.51
143901,1504,2022-01-04,48148.49,9365.89,41.9
241023,2288,2024-07-20,40624.66,13676.9,20.5
848001,7120,2021-10-04,15154.17,430.16,0.6
193649,1286,2023-05-30,14442.57,1860.69,43.43
983834,2693,2024-03-19,49017.41,14294.49,31.64
184630,1250,2023-06-25,504.36,2556.39,19.36
343002,7415,2022-05-02,42050.61,12139.48,45.36
341963,4363,2022-04-22,8630.31,14610.52,39.85
793023,7095,2023-08-02,28494.32,-294.85,35.67
111770,7072,2023-01-10,49627.42,7789.99,16.28
568358,4091,2021-11-23,8893.24,8859.11,2.24
834772,7290,2022-12-16,1621.01,-1825.72,27.11
750863,6880,2024-04-10,20195.98,5541.3,8.92
236861,4896,2023-02-15,41087.26,1883.3,39.03
311413,2192,2023-07-02,20951.35,13987.81,17.07
169247,4539,2024-05-16,20853.19,13311.71,33.6
771042,2426,2023-09-06,40080.73,1963.56,12.82
121885,6685,2024-07-05,537.6,1166.51,9.58
859948,9694,2022-07-19,19999.72,-890.29,33.21
856458,3022,2023-09-05,43655.7,4737.59,25.7
974024,9474,2024-09-05,12098.81,9292.1,38.5
403872,2733,2021-12-17,22697.18,5741.77,29.88
207273,8582,2022-11-10,18780.45,-344.84,12.69
404431,7443,2022-03-09,29731.69,-4852.8,31.53
719875,8030,2022-09-09,8478.33,318.86,28.05
845994,9713,2023-07-13,21586.39,9179.6,37.77
688417,2821,2024-08-03,32184.0,9283.66,12.32
515086,5525,2023-06-06,22470.16,4919.72,15.69
735475,2045,2024-09-08,27114.46,5017.22,41.64
840074,1869,2022-06-26,536.15,3700.89,1.53
144096,9322,2023-01-23,22628.6,7985.83,2.17
329888,9478,2022-12-06,36591.01,14422.68,4.39
626645,8992,2024-08-09,23120.53,2862.86,16.54
370241,1504,2021-11-13,7340.79,6950.27,19.82
271330,5990,2022-03-07,28192.98,4322.76,18.95
414721,2217,2023-12-10,21150.86,9558.43,36.15
237252,1808,2021-11-21,35579.36,1570.17,13.69
121425,5713,2022-05-26,12442.34,11263.79,28.72
794548,5240,2021-10-21,20877.01,5382.97,-2.53
494687,4999,2024-01-26,28818.44,9008.64,10.84
548693,7917,2023-10-18,24055.64,-1760.16,6.23
736170,3023,2023-11-02,33229.23,6466.17,48.05
938916,6563,2022-03-03,39021.17,4018.64,6.49
789792,8516,2024-02-07,29498.86,13735.1,33.91
145285,8968,2024-02-13,18990.83,-3954.61,41.26
755193,5990,2022-10-25,18037.59,7169.25,4.37
706559,8953,2023-01-01,436.07,5837.05,31.82
165899,3891,2023-07-19,9957.69,764.22,33.77
617743,7917,2023-09-25,26132.54,-2578.88,-1.81
886368,9981,2022-12-18,44064.56,-2117.78,38.88
117087,5511,2022-01-11,5174.57,4989.06,38.1
634655,3828,2022-11-16,15686.03,1739.2,29.26
455641,3692,2022-09-18,39812.53,-4069.59,7.22
576829,3828,2022-12-25,12664.14,10741.39,20.11
456440,5713,2022-09-17,27069.47,4613.82,8.61
978261,6318,2022-12-25,40417.38,8251.91,30.02
819348,8905,2023-05-09,32635.63,10910.18,24.11
282362,6379,2023-05-25,9863.81,4925.5,18.11
130609,1902,2023-09-08,1322.02,6031.34,1.33
413056,2288,2024-03-13,39585.72,909.73,12.3
452348,3144,2023-02-17,17783.94,6077.52,12.87
836016,5990,2022-06-18,24849.79,-2386.95,-0.16
812479,9322,2023-02-20,25350.62,14131.66,14.31
170418,2940,2022-05-16,44413.44,14463.66,29.63
495426,9128,2022-10-31,8220.05,-3448.21,34.71
272706,9470,2022-02-19,38709.69,7088.33,11.76
430120,1435,2021-10-29,33471.9,5106.05,45.69
608137,1016,2023-04-23,36595.28,12335.71,10.76
398898,4595,2023-07-23,26143.23,8539.17,48.55
637407,2049,2022-01-27,22242.6,11339.7,30.46
567370,6563,2022-03-03,9532.3,6519.12,30.76
635843,5604,2022-03-13,17792.03,1316.87,35.94
751089,9981,2022-04-26,4507.49,2850.26,23.46
620497,2937,2023-04-27,44115.0,8912.61,9.66
653659,6379,2023-01-28,30953.68,-2658.53,42.98
957531,7635,2021-10-02,22840.44,-3353.26,31.63
667823,3453,2021-10-03,10840.08,-3772.87,9.91
121383,1504,2022-06-21,13239.34,14622.31,34.32
701012,9128,2024-09-03,9713.8,6663.93,15.56
101668,6280,2021-10-18,22127.92,-4262.83,-2.18
104853,7264,2021-10-14,7459.77,13989.05,27.92
641070,7670,2022-09-09,31405.35,-4009.06,4.4
327902,4369,2024-01-02,42959.16,5442.15,46.81
432347,8797,2022-07-31,42359.66,11510.5,48.79
513884,5941,2022-07-04,5106.8,7185.88,-0.17
441539,8860,2024-03-20,18271.46,-2717.09,22.7
236957,6016,2022-07-09,42204.06,-2751.6,26.67
109930,2863,2022-10-04,49601.4,-3317.3,23.16
745389,6352,2021-11-26,22403.45,-3741.41,35.95
268805,1553,2024-03-06,461.34,7085.95,35.34
490880,6332,2023-09-09,17528.02,12712.33,9.92
250391,8860,2023-08-15,45924.38,13132.86,37.31
906726,5071,2024-09-06,35576.76,-1021.93,-2.78
625725,3264,2024-08-23,49970.33,12571.75,28.86
233968,6937,2022-03-19,5776.59,8155.23,29.85
759485,6880,2024-07-26,30314.98,2175.0,18.29
607283,7120,2023-04-29,6890.64,-3798.01,15.29
882576,6229,2023-11-28,45766.37,8471.29,6.45
380284,8622,2022-06-22,34337.46,8038.46,34.94
131623,6371,2022-01-30,40175.13,1390.47,49.58
784190,2929,2023-07-21,42024.64,11779.98,47.13
296864,4950,2024-01-05,29937.24,10117.59,38.73
378098,8483,2022-05-15,22185.76,3624.29,-0.24
333354,2330,2023-08-07,12798.13,230.86,40.13
554314,6205,2024-06-22,26690.47,14648.85,11.1
464101,7917,2023-03-03,3593.11,9000.92,41.0
257331,6685,2023-09-21,22711.06,-3011.04,26.23
609659,5068,2024-03-15,40920.19,-1691.1,20.43
252736,7771,2022-05-03,24750.28,-101.62,10.9
156844,8773,2022-11-11,16534.77,6907.92,20.55
125610,4127,2021-11-01,14501.24,8225.42,0.36
346023,6115,2023-10-31,48203.06,10541.4,47.62
836267,8905,2023-12-04,45655.19,12504.94,44.17
374279,1504,2022-03-04,17482.02,1201.87,-2.35
815612,8357,2022-01-13,32389.95,7736.41,47.67
828745,2693,2023-10-15,44870.08,9579.41,38.91
601878,2929,2023-09-18,4822.46,2723.24,17.72
651367,9128,2023-10-08,35575.35,5117.94,8.72
549709,1060,2024-08-11,774.06,7986.76,19.09
642003,5882,2022-03-14,15653.81,14302.41,10.98
713827,9474,2022-11-13,27919.36,-1518.39,24.16
374447,9317,2021-12-12,34390.56,-2129.22,1.46
879121,3692,2021-12-18,49018.92,12117.51,49.05
420714,1008,2023-09-05,36014.95,-4803.36,7.47
184667,3593,2023-07-06,11562.02,8647.83,39.52
663580,1977,2024-02-15,8348.59,5836.13,13.1
344750,5988,2023-09-14,20921.57,2782.64,12.0
970112,7165,2022-02-22,4623.12,-2145.36,43.41
234049,9004,2023-04-12,13063.09,10381.29,37.1
999453,6205,2023-08-26,43272.17,2394.6,-0.63
506793,4224,2023-11-16,41436.55,-2563.69,48.62
180774,8513,2024-02-14,45880.47,3343.22,44.8
514290,9731,2023-08-18,15291.07,8113.64,49.64
396363,1213,2023-12-13,426.5,-582.2,20.2
574257,3308,2022-04-07,47664.59,-862.54,33.47
739424,5192,2024-05-01,24403.47,-3953.79,25.69
619968,8011,2023-12-30,27064.37,2450.08,6.28
566765,6023,2022-01-27,201.22,5428.82,5.3
253439,6205,2024-09-06,20727.75,8493.68,49.74
594952,1308,2022-09-11,38567.73,12701.34,43.75
607251,7530,2023-09-21,7529.99,-86.9,40.81
482094,6016,2024-03-24,12555.08,8811.8,27.21
194576,7223,2024-03-30,21321.98,11123.39,7.29
296500,3144,2021-11-02,24144.49,1633.76,18.75
375322,7223,2024-05-17,25126.55,-4405.61,38.16
190538,5004,2024-03-01,8534.86,10829.07,21.75
311294,3828,2024-07-14,665.54,-1874.46,27.45
602453,1880,2023-10-11,37763.76,4595.82,8.53
338512,9951,2022-07-25,1796.14,3585.66,25.77
248316,8462,2022-04-15,24547.55,14758.63,25.43
636910,7403,2022-05-31,8916.26,11822.51,40.06
587505,4241,2023-11-29,10918.18,886.62,10.34
946973,4399,2022-02-04,39707.33,-89.7,22.28
168444,4002,2023-03-24,15319.59,11581.68,2.01
750609,7898,2022-07-22,49674.13,14154.34,41.83
150267,4363,2023-04-30,36450.06,8597.38,18.92
604006,7264,2022-11-15,6016.48,10759.93,24.43
357774,8513,2022-02-18,10660.72,4593.41,-0.91
805644,6663,2023-12-09,45602.07,680.87,12.5
852384,2330,2021-10-16,17305.74,-3831.49,29.67
374685,7166,2022-03-19,26954.41,6214.36,16.51
191516,2640,2024-06-10,44312.25,2452.67,13.87
393047,2426,2024-04-14,20110.31,-2820.21,29.24
966921,8483,2024-05-07,12845.58,-2633.37,12.81
903442,8800,2022-07-02,46011.46,758.65,8.78
575464,4369,2022-10-27,22251.86,482.73,31.41
331289,2579,2024-05-31,17822.45,14605.74,-3.49
605395,5957,2023-04-25,12204.17,-243.98,0.81
399612,9435,2024-07-25,10324.94,3798.54,10.04
142241,4597,2022-02-06,30318.58,14244.65,41.07
820955,8011,2024-08-30,45947.9,8728.9,1.7
336562,4346,2022-03-06,38849.74,2462.9,34.96
141973,5853,2021-11-01,31435.4,8407.64,13.8
732038,7439,2024-07-31,39115.11,3444.3,2.68
786648,9327,2023-06-12,123.75,5962.18,48.13
195941,3050,2022-06-19,49472.57,3233.12,9.64
257432,1286,2023-12-13,34315.65,9894.84,38.58
631465,1833,2023-03-22,33678.65,891.48,46.35
798826,9060,2022-08-02,985.51,10366.66,10.78
365768,7225,2023-11-17,37393.96,-874.01,2.38
278401,9225,2022-12-06,5380.45,-1937.53,43.64
334541,3703,2024-02-16,49608.63,-2955.31,48.08
974529,1537,2022-07-20,22725.13,7338.07,33.21
568896,3934,2022-07-29,19202.15,10295.24,48.49
305742,8460,2024-03-31,31296.21,10280.1,33.41
152664,1902,2022-04-02,35944.13,-3118.27,30.91
247632,1768,2022-04-18,32112.58,742.7,27.66
972987,2640,2022-12-30,31213.46,4003.38,21.01
690502,2215,2023-04-25,47371.23,-1052.38,5.31
811339,8030,2022-02-27,20291.01,7466.27,41.97
610941,9055,2024-04-08,5874.16,10091.34,39.71
729330,6821,2023-09-04,8952.0,5446.92,6.05
419704,2556,2023-04-06,22959.99,-1474.66,9.48
144181,4100,2022-07-21,39569.6,8597.22,-4.38
261349,1376,2023-07-19,36267.3,5398.81,18.86
671660,4968,2022-06-06,49303.68,979.95,28.04
273919,6539,2024-03-13,1774.32,7545.9,-0.06
380244,8740,2023-12-21,42975.1,12068.34,7.95
487841,5019,2023-12-26,43238.37,5348.31,-3.7
171834,2991,2022-07-13,6111.26,8300.43,28.03
257000,1504,2022-09-13,19682.78,12854.36,14.49
359837,8166,2024-03-30,30299.32,-498.88,26.85
465501,5916,2024-05-26,14866.37,10706.56,18.89
766654,9713,2021-10-23,700.9,8699.4,17.54
645164,6379,2024-07-22,37617.36,9006.63,24.22
442807,1926,2022-03-01,27997.76,11606.92,30.7
794776,1286,2022-12-14,19446.99,-2806.6,36.11
780405,8513,2023-01-11,26306.89,8063.0,7.28
431518,4309,2024-08-11,4183.04,8419.1,16.44
922605,3891,2022-11-10,15261.78,7182.16,-3.78
631762,1103,2022-11-18,44317.27,-2819.85,44.75
749469,6379,2023-09-14,8840.04,3875.39,24.85
683805,3194,2021-11-12,13577.18,8396.0,-2.4
338904,4224,2023-02-23,25544.67,-4671.66,47.42
603912,7530,2024-09-23,5144.54,1757.54,27.67
437586,5988,2022-10-31,15405.35,13532.77,31.79
602336,2868,2022-06-05,23123.61,11256.07,4.64
680684,6690,2022-02-12,37318.68,13826.35,34.32
724172,5705,2022-04-21,4656.58,1743.74,0.55
761758,1947,2024-08-27,28986.58,2682.07,36.73
513490,6205,2022-06-17,47599.27,2657.2,9.8
699371,5157,2023-06-21,9728.6,6619.38,11.88
700205,2982,2022-07-25,46164.31,-2989.27,16.05
420324,7036,2022-08-11,48192.34,2596.89,41.17
937198,1479,2024-01-13,40037.77,919.43,41.42
292824,3292,2022-02-24,3032.94,12600.95,9.83
777497,6476,2024-01-21,13620.94,13295.75,-0.0
842448,8462,2022-10-09,3564.03,2490.02,20.74
113333,9248,2022-01-25,12612.21,1919.2,44.06
488251,4363,2023-03-24,17469.2,-1143.23,13.6
143269,8773,2022-05-11,20109.18,1058.53,11.97
415924,8350,2021-09-28,33271.58,-4926.64,22.86
278409,1396,2021-12-28,15862.98,3633.91,26.05
336391,8357,2022-02-08,8411.33,13777.3,36.93
861513,2982,2023-06-06,43106.62,14948.11,46.99
429390,2982,2023-12-19,48554.97,-3528.2,27.21
829836,3891,2024-02-11,30853.71,14506.77,15.9
727812,9787,2021-10-12,27926.58,-988.76,22.02
158540,7166,2022-08-02,49544.22,-2825.33,49.22
890765,4432,2022-12-30,6044.95,4774.89,16.05
626582,6965,2024-04-12,8178.65,10450.22,12.12
494445,8725,2024-04-28,14811.99,11153.29,1.46
969885,2450,2022-02-11,32663.85,6731.28,11.17
759464,1176,2023-04-21,19128.68,12803.47,5.8
431261,9197,2021-10-10,49398.94,9074.49,6.1
375068,7152,2023-01-16,6330.92,3733.37,19.3
250394,2672,2023-01-23,16159.87,3128.39,27.24
863341,1213,2022-10-04,40824.48,14702.32,39.87
607242,3703,2024-08-09,22072.5,-240.29,5.61
156738,4237,2024-04-01,18417.46,-1474.36,9.01
316464,6080,2022-01-05,4390.34,-288.73,6.56
875033,5288,2023-05-08,49780.2,906.28,48.78
503240,2398,2022-07-14,10780.52,12272.06,32.36
913822,3319,2023-05-09,24291.83,10442.83,-1.3
953465,3326,2023-10-20,32203.56,90.4,38.29
460627,6115,2023-10-29,16726.78,-4508.1,-2.66
305856,2213,2022-03-24,47963.15,9455.14,28.45
379529,8130,2023-06-08,40906.14,-1456.07,10.61
330022,6969,2023-07-29,17341.01,-2538.27,-2.91
795733,7330,2023-11-29,33059.5,7887.81,49.5
337324,7732,2022-02-24,11219.84,2140.36,48.18
788962,2579,2022-02-01,6985.35,-2227.58,6.35
798202,9004,2022-07-31,12889.64,13014.16,47.73
