price_id,company_id,date,open_price,close_price,high_price,low_price,volume
492828,1808,2023-01-14,1481.46,658.7,1481.46,658.7,377697
199863,8358,2024-02-03,1028.06,1084.1,1645.55,1028.06,88809
103508,8358,2023-07-04,31.23,1392.57,1392.57,31.23,81628
626770,2623,2024-05-18,125.48,1639.34,1900.15,125.48,110053
698521,7470,2023-09-12,901.9,1208.17,1704.55,133.17,52755
989944,8011,2022-12-04,764.96,214.1,764.96,21.89,519397
762814,7567,2023-03-25,1950.83,347.42,1950.83,347.42,942823
326707,3022,2024-02-22,889.05,251.42,889.05,29.17,331492
585824,3453,2021-11-15,1286.73,1903.37,1903.37,1054.8,131745
341070,7838,2021-10-01,1056.31,492.51,1056.31,492.51,265258
550204,1118,2024-03-20,476.21,1456.09,1456.09,476.21,748492
389597,9255,2023-09-14,682.69,1834.36,1834.36,682.69,177630
627919,4798,2022-01-15,1365.77,1900.06,1900.06,707.22,911174
639949,4597,2024-09-18,486.52,954.78,954.78,486.52,503402
734153,9207,2022-06-17,82.6,847.33,847.33,82.6,727093
365949,2074,2023-04-09,1538.21,1845.82,1845.82,857.55,841951
145992,3050,2024-08-25,513.65,374.63,758.62,374.63,650978
522804,2733,2022-09-05,1253.96,86.55,1808.92,86.55,931432
374666,8773,2023-08-03,1860.53,797.11,1860.53,797.11,8967
134354,6880,2024-06-16,872.41,949.86,1630.68,383.9,462154
999631,2937,2021-12-10,1524.22,133.89,1524.22,133.89,197092
335117,6361,2023-09-24,1048.41,1152.47,1152.47,459.25,60310
712062,1063,2022-06-29,1624.07,290.84,1624.07,290.84,30196
613026,6917,2024-04-29,1043.27,633.71,1488.61,633.71,945764
657948,7454,2023-12-05,1324.05,1759.96,1929.91,261.96,826517
819130,9399,2023-10-19,1007.63,1257.1,1317.34,1007.63,314314
439842,2556,2023-06-21,1077.4,1723.16,1723.16,1077.4,563416
835662,9743,2021-12-13,433.9,1300.2,1300.2,433.9,938765
399279,2085,2024-06-28,1764.99,77.24,1764.99,77.24,313782
851904,1954,2022-07-02,1079.8,1472.29,1857.77,1079.8,224626
197108,9007,2021-10-07,1496.92,617.87,1496.92,617.87,397021
573935,6083,2023-06-08,694.49,1604.71,1604.71,218.89,984341
825319,9317,2022-12-01,1340.88,627.8,1340.88,627.8,823516
743951,5798,2022-11-21,324.78,1388.16,1388.16,324.78,174710
131267,2745,2024-06-01,1763.98,1797.21,1797.21,1763.98,58783
917482,8350,2022-03-17,1545.07,1136.03,1631.27,1122.21,63490
565016,4606,2022-07-31,396.91,1244.32,1269.29,396.91,598798
718167,9910,2022-11-18,1372.12,71.13,1688.58,71.13,497981
506347,8905,2024-08-19,1915.59,466.91,1915.59,466.91,626394
791028,2901,2021-11-27,887.1,589.14,887.1,589.14,968466
818718,6541,2024-08-29,784.17,1999.88,1999.88,784.17,674459
721171,2785,2022-02-18,291.43,1427.29,1427.29,291.43,422175
162893,1176,2021-10-11,541.1,1454.03,1454.03,262.93,952020
847503,1882,2024-04-03,1203.24,1559.85,1559.85,268.56,968681
516432,8860,2022-03-15,977.89,832.99,977.89,832.99,294562
524044,8817,2022-07-24,1283.19,1476.9,1946.76,114.57,706303
753146,5713,2024-01-26,1186.29,1823.46,1823.46,1186.29,242469
427296,4243,2023-05-25,1766.97,1969.69,1969.69,1036.82,176159
398192,3828,2024-06-30,80.68,1250.06,1508.01,80.68,772090
651493,5019,2024-01-11,427.99,992.89,992.89,427.99,476339
971520,6115,2023-02-14,1766.61,1934.04,1934.04,211.92,162105
136141,2556,2024-06-03,1340.71,1591.55,1591.55,1340.71,992511
807660,6318,2022-12-05,940.12,104.69,1794.85,104.69,579770
750003,8725,2024-01-17,1688.98,740.31,1688.98,740.31,877685
455205,1461,2023-05-28,1471.1,1805.23,1805.23,1471.1,489157
360270,7174,2023-03-30,1746.29,469.19,1746.29,278.32,351999
850813,4597,2023-05-03,1941.39,1785.06,1941.39,1785.06,728073
296416,5157,2021-10-29,487.78,865.5,865.5,487.78,923340
239516,6663,2023-09-18,50.85,67.08,480.29,50.85,798206
701758,9441,2024-09-01,1767.79,1069.55,1767.79,1069.55,408704
332221,3291,2022-05-11,222.39,762.93,762.93,222.39,377998
692671,6361,2023-09-07,172.82,1453.39,1580.45,172.82,688413
157369,1833,2022-08-09,351.62,1688.33,1688.33,296.7,257381
456235,2863,2023-02-22,1287.33,1796.48,1796.48,1287.33,41856
579007,8110,2023-05-23,441.92,213.04,1874.58,126.91,105722
781947,8773,2021-12-14,428.51,1717.47,1980.92,428.51,950713
396882,6379,2024-05-07,447.6,1783.09,1783.09,447.6,835695
236643,2193,2024-05-13,176.85,1172.58,1172.58,176.85,488515
781260,5808,2022-10-30,1008.69,1645.94,1645.94,1008.69,957499
908613,6726,2024-03-10,197.74,1434.02,1810.3,197.74,586266
561392,9694,2022-06-06,1579.14,1589.7,1589.7,612.51,132998
101144,5817,2023-09-11,1539.82,1603.79,1603.79,1201.59,130031
374841,2355,2022-09-15,742.92,680.7,742.92,680.7,716168
601209,2193,2023-08-27,854.84,334.99,1503.16,127.91,506836
228717,4689,2023-06-28,1443.83,414.88,1443.83,26.49,682689
313615,7008,2023-02-15,1464.31,1506.13,1506.13,1464.31,962608
132723,2611,2024-05-26,544.7,926.15,926.15,179.12,912631
278890,8130,2022-09-19,984.39,290.9,984.39,290.9,818312
363725,7790,2023-01-05,255.28,1104.26,1104.26,234.49,633942
856100,8138,2021-10-27,204.83,859.52,859.52,204.83,990502
158054,9197,2022-10-08,376.73,1746.13,1746.13,376.73,236155
406628,1644,2022-05-08,764.49,1504.64,1504.64,760.22,314647
946112,5817,2023-10-08,1972.02,513.82,1972.02,513.82,317006
199267,6563,2022-05-19,1487.73,948.04,1487.73,948.04,291496
220725,8110,2023-07-18,292.97,1125.48,1125.48,292.97,851131
342463,8576,2023-08-21,1364.29,668.18,1364.29,343.6,295304
414086,5525,2022-05-10,1553.77,1068.25,1553.77,1068.25,389478
224469,5713,2023-05-26,1093.84,1247.63,1247.63,502.94,412618
575474,5322,2024-03-21,1343.33,1794.79,1877.39,232.14,288654
929323,7662,2021-09-30,1644.98,82.8,1644.98,82.8,156960
673339,4369,2022-09-03,1461.49,1634.82,1634.82,877.15,503418
496381,3108,2022-02-25,314.61,369.65,369.65,314.61,512283
857150,9619,2022-05-22,1313.81,728.54,1313.81,728.54,44948
126848,5330,2022-10-21,325.04,1147.22,1147.22,325.04,232722
610788,2193,2021-11-12,1929.72,853.04,1929.72,666.95,468187
777182,7174,2021-12-18,178.89,1261.97,1261.97,178.89,485446
713194,4107,2021-12-26,932.93,1376.61,1376.61,932.93,3980
213817,7290,2024-05-03,118.89,1042.06,1042.06,118.89,945540
358240,5685,2023-01-21,1370.1,1872.33,1872.33,1370.1,971739
535231,2450,2023-10-21,1760.34,748.88,1760.34,212.43,667104
999944,9248,2023-08-25,1513.24,1080.83,1662.64,400.39,994652
650220,8218,2022-04-19,1789.92,1339.18,1789.92,1339.18,978228
635281,4059,2023-04-27,476.54,1740.49,1740.49,476.54,270600
635533,5322,2024-07-01,322.76,1528.13,1553.85,322.76,42598
426164,7917,2022-08-25,1216.02,1629.23,1896.85,388.54,531655
459804,5330,2024-07-25,1489.47,442.32,1489.47,442.32,99023
617396,4432,2022-02-05,1461.32,970.92,1461.32,970.92,978733
508943,7786,2022-06-04,39.49,1183.68,1377.75,39.49,674688
366629,3832,2024-01-18,142.19,176.06,203.59,142.19,4828
764726,1461,2023-12-11,1655.61,1463.23,1655.61,382.59,384390
379614,7303,2024-02-13,1910.98,614.93,1910.98,614.93,553667
575505,1286,2024-02-04,719.63,982.23,1302.22,719.63,173041
899324,1082,2022-01-24,1440.49,1391.34,1440.49,1149.24,220269
142242,3891,2023-08-03,829.96,440.11,1140.2,440.11,285416
282742,7662,2024-05-12,1330.32,741.72,1948.77,741.72,638150
467358,6726,2022-08-06,934.37,1587.74,1587.74,40.13,577355
763484,6969,2021-09-28,362.69,1777.73,1777.73,362.69,310389
760698,5626,2024-03-12,160.03,666.11,667.41,144.97,123091
892716,4539,2023-09-22,107.61,584.42,584.42,107.61,273799
336489,1479,2022-09-02,1694.31,585.23,1694.31,585.23,201078
453331,7635,2021-11-09,59.05,460.52,687.31,59.05,87894
542121,9915,2024-02-27,1658.48,1257.1,1658.48,89.56,331622
718999,1208,2024-02-05,1401.04,1057.34,1401.04,1057.34,181935
720785,1926,2022-07-05,301.47,968.17,1734.35,301.47,156981
593229,7014,2022-03-12,349.28,308.16,1268.15,308.16,166668
661391,2288,2024-08-16,975.6,13.83,975.6,13.83,612098
418060,2408,2021-12-13,1904.86,1311.38,1904.86,195.22,426004
916086,2902,2021-12-07,984.75,424.89,984.75,424.89,874176
406432,5511,2022-10-16,1491.05,1355.69,1491.05,652.27,971960
596089,5459,2022-11-01,354.81,1010.4,1010.4,354.81,143898
160803,1735,2023-03-15,683.39,1195.02,1250.01,638.65,848002
743910,1732,2024-07-11,116.54,790.56,790.56,116.54,292069
542100,5322,2023-05-20,1515.36,1576.65,1576.65,1515.36,377033
940240,5328,2023-03-13,262.76,184.11,262.76,184.11,768251
717960,4699,2023-08-07,1471.9,1218.36,1471.9,1218.36,318726
812570,8905,2023-02-11,812.53,767.78,819.42,46.7,384028
517055,8442,2022-06-30,457.8,1359.42,1359.42,457.8,715827
934680,5079,2022-04-05,1311.44,205.6,1311.44,205.6,525405
453271,7530,2021-10-17,573.97,1334.03,1334.03,328.28,232853
233766,5126,2023-09-01,72.56,775.99,1173.91,72.56,526684
985097,9731,2023-12-09,1001.54,1224.16,1224.16,316.76,516447
134513,2556,2022-12-01,1601.52,1308.77,1601.52,1308.77,593362
926521,1807,2024-04-06,265.13,1017.74,1917.77,265.13,576052
477713,3776,2023-04-30,1722.02,1442.57,1722.02,710.31,903900
342507,9865,2023-12-21,543.82,1113.81,1859.15,543.82,854994
585127,1496,2024-04-28,893.52,136.89,893.52,136.89,350802
311986,2902,2022-03-10,1085.66,1885.56,1885.56,1085.66,752199
965885,6318,2024-08-12,194.28,135.77,1085.35,135.77,34523
716575,4177,2023-11-24,311.41,455.35,563.33,311.41,141699
793729,6965,2022-02-10,428.06,1505.23,1505.23,428.06,601913
824031,5990,2021-10-05,1156.95,129.43,1156.95,129.43,425702
115049,8267,2022-05-14,715.91,1638.31,1638.31,715.91,608986
577002,7771,2022-11-28,936.8,1481.92,1481.92,922.15,291634
838934,1977,2024-03-06,1213.21,1320.6,1736.09,78.74,503823
599975,9901,2023-02-19,1129.6,349.67,1929.09,349.67,714190
266853,4177,2022-09-12,1277.07,1865.82,1865.82,254.96,854313
762457,2074,2023-05-17,1733.02,676.1,1733.02,628.66,798972
572115,8721,2023-02-23,1933.49,1180.16,1933.49,628.14,600462
592565,1286,2022-12-03,1860.63,1036.15,1860.63,1036.15,245382
229250,7403,2023-11-10,604.75,306.02,1347.21,306.02,130549
745769,8905,2022-02-15,1643.67,158.85,1643.67,158.85,126364
200688,8469,2023-06-15,1898.19,1866.52,1898.19,1584.2,483338
587359,5330,2022-03-10,1250.84,1329.78,1329.78,1250.84,388970
877024,4165,2023-09-10,339.96,257.52,1095.77,257.52,418721
349879,2105,2023-09-01,1219.08,591.74,1219.08,525.04,566356
195303,6379,2024-06-01,90.09,170.66,378.65,90.09,855053
182530,5386,2023-12-31,1739.95,15.29,1739.95,15.29,683127
321198,7028,2022-08-13,1463.06,168.43,1597.7,12.41,378254
755157,7132,2022-03-05,728.97,880.21,1029.09,728.97,66318
454348,8130,2023-08-03,1917.46,854.28,1917.46,854.28,280272
560470,8218,2024-05-28,405.65,552.97,1494.78,405.65,179982
280632,5770,2024-08-08,1300.56,336.34,1300.56,336.34,753032
263869,7439,2023-09-09,521.65,1066.4,1600.32,521.65,191110
924606,7011,2024-07-14,1365.69,57.74,1424.59,57.74,664491
963105,7028,2022-08-23,1318.82,1463.57,1526.73,62.44,644768
209383,9943,2024-03-08,1485.96,74.04,1900.21,74.04,498150
538941,8350,2023-12-17,29.05,1419.6,1503.98,29.05,944036
202847,7403,2022-02-22,153.75,1112.32,1112.32,153.75,783212
813067,5986,2024-06-21,1218.22,940.94,1750.91,940.94,474389
432165,2623,2022-11-10,1900.65,222.17,1900.65,222.17,728774
375357,3828,2022-08-24,278.31,1104.8,1669.66,278.31,586421
425693,4002,2023-11-18,983.96,1737.05,1737.05,685.12,211725
870178,4703,2022-02-13,1912.0,1433.44,1912.0,1036.68,379507
897555,4950,2023-09-23,1792.0,1941.0,1941.0,309.07,740957
366972,1216,2023-06-29,876.42,1871.57,1871.57,876.42,139634
776572,5157,2022-01-04,1481.39,1954.56,1954.56,493.99,473779
656709,7401,2024-06-27,407.77,1183.67,1506.78,407.77,473416
601760,4107,2023-01-23,1305.63,936.21,1918.81,349.85,487868
610089,8226,2023-06-18,1804.8,1970.16,1970.16,578.37,205690
586864,2711,2023-12-02,1115.74,1475.06,1475.06,1115.74,113269
899781,2426,2023-07-27,90.91,667.35,1373.15,90.91,715524
639787,2210,2024-01-13,956.05,1522.44,1522.44,956.05,710089
284860,4237,2023-02-10,1159.02,1613.65,1836.14,716.18,19632
829454,5966,2021-09-25,1746.12,1007.11,1985.7,517.09,255056
480025,2049,2024-07-27,651.73,1756.34,1756.34,651.73,644932
826607,4574,2023-10-09,823.23,921.35,955.24,823.23,418841
969124,8905,2023-01-11,1103.61,316.72,1103.61,97.71,665320
743484,1250,2022-04-06,1698.16,1405.65,1698.16,1405.65,273805
260927,5268,2021-11-23,702.61,580.24,702.61,580.24,12496
441739,3144,2023-05-22,46.75,311.5,1508.66,46.75,603139
887591,5853,2024-01-27,1782.55,1262.09,1782.55,788.62,471652
533506,1833,2024-07-17,1149.14,161.57,1149.14,161.57,243364
596957,8905,2024-03-04,1545.38,21.65,1545.38,21.65,435628
892833,1497,2023-09-13,567.8,647.14,1140.6,347.55,630055
843690,5966,2022-08-06,416.57,1257.91,1290.14,416.57,922288
410530,5770,2023-03-25,1489.64,1081.56,1489.64,1081.56,335500
394459,3264,2024-05-24,913.58,1835.21,1835.21,913.58,992623
738578,7510,2022-02-26,1577.71,1281.66,1837.81,112.06,887214
661013,2692,2022-06-17,795.75,1730.74,1730.74,795.75,72209
977768,9012,2024-01-31,731.77,1617.27,1617.27,731.77,2753
388055,1711,2022-05-07,1767.68,618.88,1767.68,618.88,763298
162802,5336,2022-11-08,1532.96,425.57,1708.99,425.57,1602
372370,1461,2024-03-02,1292.71,420.31,1292.71,420.31,73935
122712,8218,2022-09-01,728.47,1106.85,1106.85,728.47,888907
383579,5004,2024-03-24,1532.46,684.91,1532.46,185.31,738096
954931,7166,2022-11-20,643.15,818.8,818.8,552.24,398747
417259,8970,2024-05-30,119.37,172.14,1545.39,119.37,256160
127130,1227,2024-04-04,216.2,1617.82,1617.82,216.2,594377
464421,9082,2024-04-07,1548.99,1087.0,1725.15,1087.0,135852
429753,9255,2022-09-01,381.24,890.03,1292.45,128.9,265990
145405,3821,2024-06-20,837.28,845.61,845.61,837.28,947122
217742,1302,2024-09-05,1730.32,886.95,1774.5,886.95,680125
371131,8800,2022-10-28,1255.52,1480.69,1480.69,1255.52,65368
965832,2692,2023-12-18,620.43,1728.44,1728.44,620.43,268760
102573,4699,2024-05-03,546.65,1585.65,1585.65,546.65,10230
853639,3498,2022-10-14,1481.5,423.1,1987.02,423.1,175334
285106,8442,2024-03-20,1576.11,1408.24,1576.11,1155.35,749675
502391,9903,2023-07-07,652.5,329.5,652.5,329.5,583122
505090,2450,2024-04-13,1895.89,534.2,1895.89,197.7,935683
205233,6319,2022-10-25,684.3,1491.08,1701.74,684.3,269122
876306,5157,2022-06-14,207.09,71.0,288.3,71.0,966665
649704,4198,2024-06-02,1983.64,690.16,1983.64,690.16,578195
590401,5249,2023-06-18,238.22,922.48,922.48,238.22,182721
670106,5328,2023-05-09,618.72,1428.25,1428.25,318.32,595825
443702,3891,2023-12-13,1886.18,1341.73,1886.18,796.37,13711
695790,7395,2023-11-19,167.41,673.78,1662.69,167.41,764120
957066,2984,2022-06-29,912.44,1876.61,1876.61,912.44,191521
472355,6688,2022-08-03,1480.13,752.82,1480.13,752.82,4300
178010,2733,2024-09-12,1910.66,432.9,1910.66,432.9,170119
869532,7256,2024-05-20,614.78,352.36,1315.82,330.14,656167
925306,9941,2024-01-01,1593.74,238.85,1593.74,238.85,908241
328418,2984,2024-04-14,1763.68,154.2,1763.68,154.2,597973
521414,1286,2024-09-21,37.98,361.7,911.55,37.98,415053
352352,8999,2022-09-30,1653.3,1142.02,1653.3,1142.02,359140
486182,4939,2024-07-07,1737.57,1438.93,1737.57,152.8,51412
610325,6115,2022-05-21,355.56,1991.86,1991.86,355.56,340179
757605,4735,2021-11-25,1532.72,1612.48,1612.48,960.35,441596
749599,4676,2021-11-27,786.96,23.74,1812.17,23.74,649066
810636,1016,2022-10-25,1054.86,317.96,1054.86,317.96,354150
514488,1948,2022-08-12,1622.25,879.84,1622.25,566.16,289464
711072,8976,2024-02-03,672.34,1672.03,1672.03,672.34,884228
311695,2105,2023-11-21,1119.0,1162.62,1162.62,1022.87,195579
792847,1448,2024-08-08,1560.57,37.22,1613.21,37.22,21037
590542,7072,2023-11-23,581.81,1043.54,1043.54,143.53,470754
385396,8357,2023-07-17,1624.14,1772.64,1772.64,1624.14,37478
757746,5007,2023-07-28,1930.94,180.09,1930.94,180.09,860169
558805,8036,2022-10-05,154.6,1497.62,1497.62,154.6,936322
847189,5240,2024-04-16,854.51,868.44,868.44,624.39,65620
151266,1566,2024-01-27,120.59,45.9,1374.73,45.9,272702
611114,1880,2024-08-09,811.15,1305.66,1305.66,811.15,852566
579257,2194,2023-08-31,393.29,1030.08,1156.39,393.29,369394
868953,9223,2024-06-05,1807.59,662.63,1807.59,662.63,961893
951411,7036,2022-02-17,138.03,1815.18,1815.18,138.03,55830
564483,3326,2021-11-07,1001.22,327.42,1001.22,327.42,757435
656651,6319,2021-11-20,497.5,274.8,497.5,274.8,913086
358284,3712,2022-02-10,658.17,1419.09,1466.89,658.17,979841
992462,7567,2022-10-02,59.21,1879.19,1879.19,59.21,472240
147940,3319,2022-08-22,750.54,755.96,1862.37,608.14,185507
669181,1148,2023-05-18,1466.76,519.77,1466.76,519.77,853988
568129,8976,2022-11-28,1049.53,822.83,1804.48,822.83,91413
852107,1448,2024-01-23,639.75,565.01,1863.14,565.01,917091
233769,4002,2024-07-25,1913.25,273.11,1913.25,273.11,946409
818477,7501,2022-10-12,132.69,988.22,988.22,132.69,782057
664221,9804,2024-01-19,177.81,1376.36,1747.75,177.81,373264
961474,5988,2021-12-26,1427.75,1482.08,1482.08,721.57,313480
599560,6726,2024-07-17,41.2,351.3,1138.16,41.2,709715
889376,2194,2022-10-20,1597.2,1129.78,1597.2,158.77,755258
455111,4689,2023-04-29,1605.83,1497.97,1605.83,1095.38,76185
749551,5192,2023-07-29,1627.65,148.02,1808.0,148.02,844863
338598,6937,2023-04-20,1339.47,1125.37,1569.94,537.58,315763
516400,8442,2024-05-22,1510.48,1965.07,1965.07,917.36,164019
320665,5382,2021-10-16,1223.86,768.47,1382.93,768.47,859023
367638,8702,2022-07-27,1136.91,1740.32,1740.32,1136.91,279393
263743,9951,2022-08-14,1292.65,742.36,1897.05,470.69,967231
340621,2045,2022-08-04,1799.56,1867.44,1867.44,1662.83,646662
595905,7810,2022-06-27,859.8,671.68,1518.38,671.68,603819
977577,2611,2023-09-08,1981.67,379.51,1981.67,379.51,250655
418967,6023,2024-08-29,378.4,1287.51,1885.03,378.4,385593
247443,6541,2023-12-05,1763.94,1213.68,1763.94,1213.68,483698
844374,3460,2024-07-18,374.26,1960.43,1960.43,374.26,854773
563810,3108,2024-08-21,1059.9,1817.99,1817.99,915.1,804500
948552,1785,2022-07-12,217.27,1782.72,1887.79,116.28,653373
868899,4689,2023-08-06,997.39,1357.3,1789.55,997.39,907539
264720,5814,2022-08-31,461.13,306.97,1812.18,192.73,307732
156094,1807,2022-10-07,882.9,534.71,1813.91,534.71,129949
115743,3714,2022-01-02,633.47,44.55,1074.75,44.55,411682
441946,1808,2022-01-07,1240.72,1690.19,1780.2,1240.72,653161
790831,5330,2022-03-21,1614.19,112.66,1614.19,112.66,660920
322689,2089,2021-10-18,1700.29,106.25,1700.29,106.25,328430
149422,3144,2024-05-17,495.65,1148.06,1148.06,495.65,848866
171124,3050,2022-04-14,809.18,291.76,1085.01,92.11,849728
688232,5464,2022-08-07,1658.69,489.91,1658.69,10.34,558571
402219,3450,2024-08-22,1901.68,858.35,1901.68,858.35,715389
726805,2398,2022-05-17,307.67,698.29,1182.54,307.67,350119
266084,1948,2023-01-15,1666.66,1483.29,1666.66,344.26,187506
189574,2193,2021-12-23,1702.25,1847.75,1847.75,678.57,197732
380517,1082,2023-09-02,20.7,219.66,1430.83,20.7,314064
429229,9951,2024-04-04,115.2,169.92,1077.19,115.2,952953
588205,4198,2024-05-15,1352.67,170.73,1352.67,170.73,877281
131353,7165,2024-03-03,839.86,1749.07,1749.07,839.86,668417
143199,6965,2022-10-20,541.48,335.32,849.15,335.32,518267
378163,6735,2024-03-30,1249.31,666.78,1249.31,666.78,236627
593039,8721,2022-06-04,1486.86,1945.46,1945.46,1486.86,798225
549592,3453,2021-11-10,1960.23,697.98,1960.23,697.98,365187
682286,4399,2024-01-23,932.57,1589.24,1589.24,932.57,277464
210444,6080,2024-04-27,492.48,1807.36,1807.36,492.48,536034
554387,8968,2022-09-17,1232.91,1033.56,1870.82,435.92,928221
124453,9322,2023-10-12,1917.09,786.07,1917.09,786.07,100163
353504,4780,2022-12-15,1722.92,1059.27,1722.92,749.71,452678
166106,7014,2021-11-26,1371.81,1488.23,1654.38,329.89,251092
246250,8462,2024-08-29,794.36,597.92,979.35,597.92,321364
333797,4703,2021-10-17,1517.42,1448.77,1739.45,1108.19,186926
831389,8905,2022-11-27,1530.9,423.17,1530.9,262.48,828411
731084,3144,2022-05-26,1446.7,501.91,1757.09,501.91,110231
